locus,count-nuc,missing
MYCO002418,31,8
MYCO002419,30,3
MYCO002422,14,5
MYCO002423,48,18
MYCO002424,16,5623
MYCO002428,31,30
MYCO002429,18,15
MYCO002430,30,32
MYCO002431,12,7
MYCO002432,19,32
MYCO002433,11,7
MYCO002434,63,1123
MYCO002435,92,151
MYCO002436,51,55
MYCO002437,14,1297
MYCO002438,70,17
MYCO002443,70,24
MYCO002444,112,25
MYCO002446,17,7
MYCO002449,62,75
MYCO002450,41,297
MYCO002451,24,11
MYCO002452,14,1
MYCO002453,30,5
MYCO002456,43,17
MYCO002458,40,17
MYCO002459,66,60
MYCO002463,38,1
MYCO002464,46,27
MYCO002468,22,3
MYCO002469,32,5
MYCO002471,79,19
MYCO002472,16,4
MYCO002473,36,18
MYCO002474,33,22
MYCO002475,16,4
MYCO002476,180,540
MYCO002478,23,98
MYCO002480,16,589
MYCO002481,21,237
MYCO002482,116,221
MYCO002483,70,44
MYCO002484,77,6
MYCO002485,66,30
MYCO002486,30,31
MYCO002487,96,2706
MYCO002488,145,593
MYCO002489,13,4
MYCO002490,41,5561
MYCO002491,38,46
MYCO002492,45,121
MYCO002493,8,11
MYCO002494,23,10
MYCO002495,49,12
MYCO002496,46,16
MYCO002497,35,15
MYCO002498,41,5
MYCO002499,28,8
MYCO002501,87,20
MYCO002503,36,28
MYCO002504,36,15
MYCO002505,70,146
MYCO002506,22,4
MYCO002507,42,304
MYCO002508,59,7
MYCO002510,90,168
MYCO002512,8,5709
MYCO002513,25,17
MYCO002514,32,7
MYCO002515,51,17
MYCO002516,30,8
MYCO002517,9,4
MYCO002519,79,150
MYCO002520,15,0
MYCO002522,74,202
MYCO002525,23,9
MYCO002526,6,1302
MYCO002527,15,22
MYCO002528,40,6
MYCO002529,72,71
MYCO002530,25,1
MYCO002531,124,93
MYCO002532,16,6
MYCO002535,32,7
MYCO002536,25,5
MYCO002537,17,2
MYCO002539,21,37
MYCO002541,17,1394
MYCO002542,74,530
MYCO002543,45,2063
MYCO002544,58,2085
MYCO002545,19,1286
MYCO002546,23,1
MYCO002547,17,15
MYCO002548,21,17
MYCO002549,18,13
MYCO002550,13,0
MYCO002551,14,18
MYCO002552,35,70
MYCO002553,56,26
MYCO002554,21,4
MYCO002556,19,6
MYCO002557,30,13
MYCO002558,26,23
MYCO002560,45,54
MYCO002561,8,5725
MYCO002562,25,5
MYCO002563,54,96
MYCO002564,37,12
MYCO002565,86,111
MYCO002566,148,442
MYCO002567,105,9
MYCO002569,34,3
MYCO002570,24,818
MYCO002571,75,44
MYCO002573,43,6
MYCO002574,31,12
MYCO002576,29,6
MYCO002577,69,33
MYCO002578,49,99
MYCO002579,35,98
MYCO002581,18,0
MYCO002584,35,8
MYCO002585,79,14
MYCO002586,67,25
MYCO002588,14,1
MYCO002590,150,44
MYCO002591,98,1775
MYCO002595,10,44
MYCO002596,30,10
MYCO002597,29,7
MYCO002598,25,8
MYCO002599,21,27
MYCO002600,19,6
MYCO002601,65,27
MYCO002602,21,7
MYCO002604,25,0
MYCO002605,36,88
MYCO002607,26,3
MYCO002608,61,123
MYCO002609,49,5
MYCO002615,95,5280
MYCO002616,29,37
MYCO002617,17,1
MYCO002618,26,4
MYCO002619,10,2
MYCO002620,13,0
MYCO002621,41,67
MYCO002622,45,1
MYCO002623,40,128
MYCO002624,46,255
MYCO002625,43,48
MYCO002626,24,12
MYCO002627,74,56
MYCO002628,29,72
MYCO002629,48,69
MYCO002630,30,10
MYCO002631,59,27
MYCO002632,13,5
MYCO002633,32,7
MYCO002634,100,2470
MYCO002635,14,4
MYCO002636,39,55
MYCO002637,31,2
MYCO002638,27,23
MYCO002639,15,24
MYCO002640,19,9
MYCO002641,23,17
MYCO002642,19,17
MYCO002643,85,269
MYCO002644,19,33
MYCO002645,17,521
MYCO002646,55,531
MYCO002647,15,487
MYCO002648,16,589
MYCO002650,133,399
MYCO002651,34,281
MYCO002652,54,534
MYCO002653,28,475
MYCO002654,16,2178
MYCO002655,65,791
MYCO002656,18,273
MYCO002657,14,475
MYCO002658,11,471
MYCO002659,34,499
MYCO002660,13,150
MYCO002661,21,13
MYCO002662,15,11
MYCO002663,16,2
MYCO002664,15,1
MYCO002665,18,202
MYCO002666,12,5717
MYCO002667,23,23
MYCO002668,25,26
MYCO002669,19,11
MYCO002671,31,29
MYCO002672,72,8
MYCO002674,22,5
MYCO002675,48,24
MYCO002677,60,604
MYCO002679,31,19
MYCO002680,42,249
MYCO002681,55,20
MYCO002683,25,4
MYCO002684,52,12
MYCO002685,48,372
MYCO002686,29,19
MYCO002687,35,10
MYCO002688,44,22
MYCO002689,60,91
MYCO002690,46,259
MYCO002691,31,4
MYCO002692,27,12
MYCO002693,30,3
MYCO002694,32,9
MYCO002695,31,18
MYCO002698,23,1
MYCO002700,23,3256
MYCO002701,56,22
MYCO002704,18,2
MYCO002705,21,4
MYCO002706,15,112
MYCO002707,41,4
MYCO002709,31,318
MYCO002712,69,25
MYCO002713,72,67
MYCO002716,29,10
MYCO002717,14,214
MYCO002718,18,8
MYCO002719,35,152
MYCO002721,103,414
MYCO002722,16,2
MYCO002723,61,27
MYCO002728,35,2
MYCO002729,43,50
MYCO002730,26,0
MYCO002732,48,25
MYCO002734,31,19
MYCO002735,41,818
MYCO002736,26,38
MYCO002737,68,10
MYCO002738,10,80
MYCO002739,34,364
MYCO002740,25,7
MYCO002741,77,3265
MYCO002742,35,21
MYCO002743,41,12
MYCO002745,25,0
MYCO002746,31,205
MYCO002747,16,6
MYCO002749,14,3
MYCO002751,38,22
MYCO002752,113,62
MYCO002755,11,10
MYCO002756,73,25
MYCO002757,19,56
MYCO002758,15,3
MYCO002759,18,25
MYCO002760,14,17
MYCO002761,66,19
MYCO002762,32,18
MYCO002763,19,9
MYCO002765,36,15
MYCO002766,30,19
MYCO002767,21,13
MYCO002768,65,488
MYCO002769,48,347
MYCO002770,62,16
MYCO002771,18,8
MYCO002772,26,0
MYCO002774,16,1079
MYCO002775,22,104
MYCO002776,40,23
MYCO002777,40,512
MYCO002778,27,15
MYCO002779,35,55
MYCO002780,47,131
MYCO002781,58,152
MYCO002784,18,1
MYCO002786,40,3
MYCO002787,95,273
MYCO002789,58,27
MYCO002790,52,420
MYCO002791,51,65
MYCO002792,26,4
MYCO002793,33,17
MYCO002796,34,13
MYCO002797,65,73
MYCO002798,13,4
MYCO002799,36,20
MYCO002800,74,242
MYCO002801,14,58
MYCO002802,63,130
MYCO002803,18,23
MYCO002804,31,56
MYCO002805,21,145
MYCO002806,7,8
MYCO002807,49,905
MYCO002808,8,311
MYCO002809,13,60
MYCO002811,31,365
MYCO002812,80,146
MYCO002813,33,57
MYCO002815,16,589
MYCO002816,14,1337
MYCO002817,39,1433
MYCO002818,34,1555
MYCO002819,45,1398
MYCO002820,47,1326
MYCO002821,31,48
MYCO002822,17,22
MYCO002823,104,75
MYCO002824,45,33
MYCO002825,29,4334
MYCO002826,38,21
MYCO002827,25,2
MYCO002829,17,54
MYCO002830,15,3
MYCO002831,32,123
MYCO002832,66,35
MYCO002833,68,21
MYCO002834,35,8
MYCO002835,46,5
MYCO002836,63,40
MYCO002837,30,6
MYCO002840,20,4
MYCO002842,20,1
MYCO002843,21,4
MYCO002844,25,3
MYCO002845,59,11
MYCO002848,41,1342
MYCO002849,30,4
MYCO002850,102,943
MYCO002851,21,11
MYCO002852,70,45
MYCO002853,115,1512
MYCO002854,53,18
MYCO002855,54,187
MYCO002856,38,31
MYCO002857,30,2
MYCO002858,71,70
MYCO002859,54,2203
MYCO002860,55,13
MYCO002862,22,6
MYCO002863,12,5
MYCO002865,10,2
MYCO002866,14,1
MYCO002867,36,111
MYCO002869,53,1
MYCO002871,11,463
MYCO002872,23,3
MYCO002873,23,2
MYCO002874,102,48
MYCO002875,23,10
MYCO002876,21,1
MYCO002877,51,9
MYCO002878,20,4
MYCO002880,9,5334
MYCO002881,36,1
MYCO002884,35,45
MYCO002885,56,952
MYCO002886,37,120
MYCO002887,18,0
MYCO002888,62,253
MYCO002891,37,68
MYCO002892,54,91
MYCO002893,61,8
MYCO002895,39,27
MYCO002896,56,29
MYCO002897,81,74
MYCO002898,27,7
MYCO002899,33,7
MYCO002900,78,7
MYCO002903,41,5
MYCO002905,57,6
MYCO002906,17,4
MYCO002907,22,0
MYCO002908,9,3
MYCO002910,25,4
MYCO002911,38,11
MYCO002912,18,1
MYCO002913,92,74
MYCO002914,73,13
MYCO002920,74,77
MYCO002922,117,239
MYCO002923,22,27
MYCO002924,38,21
MYCO002925,33,2
MYCO002926,33,1
MYCO002928,29,10
MYCO002929,17,7
MYCO002930,62,18
MYCO002931,66,5455
MYCO002932,166,1337
MYCO002933,191,670
MYCO002934,195,575
MYCO002935,178,98
MYCO002936,37,7
MYCO002937,27,9
MYCO002938,26,11
MYCO002939,42,12
MYCO002940,223,26
MYCO002941,77,12
MYCO002942,136,8
MYCO002943,78,16
MYCO002944,50,12
MYCO002945,27,0
MYCO002946,217,527
MYCO002947,26,2774
MYCO002948,98,92
MYCO002949,43,61
MYCO002950,79,180
MYCO002951,46,38
MYCO002952,28,11
MYCO002953,48,32
MYCO002954,35,41
MYCO002955,56,142
MYCO002956,52,23
MYCO002957,44,25
MYCO002958,70,73
MYCO002959,42,825
MYCO002960,15,21
MYCO002961,11,18
MYCO002962,56,617
MYCO002963,43,708
MYCO002964,37,37
MYCO002966,17,21
MYCO002968,16,0
MYCO002969,24,2
MYCO002970,48,19
MYCO002971,36,10
MYCO002972,35,16
MYCO002973,60,26
MYCO002974,76,35
MYCO002975,9,2690
MYCO002977,30,6
MYCO002978,45,66
MYCO002979,27,16
MYCO002980,27,20
MYCO002983,30,122
MYCO002985,49,11
MYCO002986,26,34
MYCO002987,19,5
MYCO002989,34,26
MYCO002990,34,20
MYCO002991,19,18
MYCO002994,49,511
MYCO002997,50,43
MYCO002998,18,8
MYCO002999,53,13
MYCO003000,27,40
MYCO003001,36,14
MYCO003003,60,12
MYCO003006,40,48
MYCO003009,57,4
MYCO003010,38,355
MYCO003011,58,56
MYCO003014,88,99
MYCO003024,46,14
MYCO003025,46,17
MYCO003027,43,16
MYCO003028,40,33
MYCO003029,30,2
MYCO003031,62,4
MYCO003032,39,26
MYCO003034,34,4
MYCO003038,39,2
MYCO003042,48,40
MYCO003043,49,10
MYCO003045,37,2
MYCO003048,41,13
MYCO003049,65,50
MYCO003051,52,19
MYCO003052,11,15
MYCO003053,7,3
MYCO003054,36,41
MYCO003057,37,20
MYCO003085,44,309
MYCO003100,23,1
MYCO003101,23,5
MYCO003102,29,2
MYCO003105,49,6
MYCO003117,38,40
MYCO003118,11,1087
MYCO003139,56,1
MYCO003140,58,1
MYCO003193,129,9
MYCO003194,33,0
MYCO003195,75,77
MYCO003197,54,6
MYCO003198,83,12
MYCO003205,34,3
MYCO003206,55,7
MYCO003207,31,3
MYCO003208,23,1
MYCO003211,84,50
MYCO003213,38,4
MYCO003214,35,3
MYCO003219,8,0
MYCO003220,50,11
MYCO003221,11,0
MYCO003223,24,2
MYCO003228,46,29
MYCO003229,75,16
MYCO003240,100,42
MYCO003241,26,14
MYCO003245,62,6
MYCO003246,16,3
MYCO003248,67,9
MYCO003252,53,234
MYCO003255,41,10
MYCO003257,46,15
MYCO003258,20,6
MYCO003261,50,2
MYCO003262,53,94
MYCO003264,34,7
MYCO003265,37,11
MYCO003267,47,15
MYCO003274,44,2
MYCO003275,23,3
MYCO003276,56,5
MYCO003277,26,3
MYCO003280,51,3
MYCO003285,56,11
MYCO003290,43,13
MYCO003296,226,542
MYCO003302,56,7
MYCO003303,2,5755
MYCO003304,13,0
MYCO003305,39,2
MYCO003306,56,29
MYCO003313,30,7
MYCO003317,27,7
MYCO003318,59,32
MYCO003319,34,14
MYCO003328,59,98
MYCO003329,71,34
MYCO003330,53,42
MYCO003336,33,0
MYCO003340,45,11
MYCO003341,52,80
MYCO003356,31,4
MYCO003392,14,9
MYCO003396,59,4
MYCO003409,61,56
MYCO003410,44,123
MYCO003411,60,23
MYCO003412,18,3
MYCO003417,42,2
MYCO003418,8,1
MYCO003419,38,17
MYCO003422,17,1
MYCO003432,49,14
MYCO003433,52,995
MYCO003436,68,671
MYCO003441,60,8
MYCO003455,35,10
MYCO003457,42,2
MYCO003462,12,3
MYCO003464,43,0
MYCO003490,58,13
MYCO003500,32,8
MYCO003501,25,32
MYCO003504,53,17
MYCO003520,58,28
MYCO003570,37,1
MYCO003571,47,4
MYCO003579,54,267
MYCO003580,43,7
MYCO003583,19,0
MYCO003589,44,287
MYCO003592,13,4
MYCO003596,93,44
MYCO003598,46,7
MYCO003600,28,2
MYCO003601,17,43
MYCO003609,14,1
MYCO003610,87,55
MYCO003624,30,8
MYCO003628,25,2
MYCO003644,54,4
MYCO003646,113,66
MYCO003647,23,7
MYCO003648,30,0
MYCO003668,29,2
MYCO003670,46,11
MYCO003674,35,3
MYCO003676,21,3
MYCO003677,41,67
MYCO003679,52,3
MYCO003680,42,47
MYCO003682,103,39
MYCO003683,48,9
MYCO003684,23,15
MYCO003695,48,5
MYCO003696,84,146
MYCO003705,39,6
MYCO003707,43,9
MYCO003708,40,2
MYCO003709,45,8
MYCO003710,54,1716
MYCO003711,57,12
MYCO003712,54,74
MYCO003713,26,2
MYCO003715,19,2
MYCO003717,34,1
MYCO003718,14,1
MYCO003719,58,4
MYCO003720,55,141
MYCO003721,68,29
MYCO003722,61,5
MYCO003765,49,60
MYCO003774,50,9
MYCO003775,67,22
MYCO003777,43,16
MYCO003778,53,5
MYCO003780,28,27
MYCO003781,32,1
MYCO003782,38,6
MYCO003783,36,1
MYCO003790,56,2
MYCO003791,47,1
MYCO003793,176,106
MYCO003794,192,11
MYCO003795,256,33
MYCO003799,72,3
MYCO003801,60,17
MYCO003802,39,31
MYCO003804,52,6
MYCO003806,75,2
MYCO003808,66,7
MYCO003809,41,1
MYCO003816,38,8
MYCO003834,53,22
MYCO003835,68,76
MYCO003842,72,32
MYCO003847,26,2138
MYCO003849,17,5
MYCO003858,58,11
MYCO003859,202,71
MYCO003907,93,10
MYCO003908,39,7
MYCO003913,82,3
MYCO003915,81,3
MYCO003917,83,12
MYCO003918,82,5
MYCO003920,42,3
MYCO003921,90,7
MYCO013678,15,0
MYCO003002,16,1
MYCO003004,16,4
MYCO003005,26,6
MYCO003007,26,495
MYCO003008,36,46
MYCO003012,10,0
MYCO003013,27,46
MYCO003015,53,30
MYCO003016,26,5
MYCO003017,23,187
MYCO003018,33,4503
MYCO003019,20,2479
MYCO003020,14,1775
MYCO003021,9,5778
MYCO003023,7,5709
MYCO003026,53,2
MYCO003030,40,14
MYCO003033,29,12
MYCO003035,38,7
MYCO003036,31,0
MYCO003037,55,43
MYCO003039,29,1
MYCO003040,41,9
MYCO003041,30,2
MYCO003044,62,7
MYCO003046,17,9
MYCO003047,17,172
MYCO003050,36,14
MYCO003055,27,22
MYCO003056,54,37
MYCO003058,23,5
MYCO003059,56,18
MYCO003060,82,147
MYCO003061,98,398
MYCO003062,77,697
MYCO003063,132,36
MYCO003064,25,116
MYCO003065,20,7
MYCO003066,30,4
MYCO003067,22,11
MYCO003068,80,36
MYCO003069,15,4
MYCO003070,17,4
MYCO003071,52,45
MYCO003072,30,7
MYCO003073,23,5
MYCO003074,72,598
MYCO003075,28,16
MYCO003076,18,10
MYCO003077,101,127
MYCO003078,19,38
MYCO003079,20,493
MYCO003080,168,80
MYCO003081,47,21
MYCO003082,43,19
MYCO003083,87,311
MYCO003084,34,320
MYCO003086,36,29
MYCO003087,84,13
MYCO003088,68,51
MYCO003089,68,28
MYCO003090,51,9
MYCO003091,73,32
MYCO003092,47,28
MYCO003093,37,745
MYCO003094,52,92
MYCO003095,26,2
MYCO003096,60,7
MYCO003097,67,46
MYCO003098,26,20
MYCO003099,41,12
MYCO003103,21,3
MYCO003104,43,5
MYCO003106,65,5
MYCO003107,71,16
MYCO003108,28,14
MYCO003109,68,47
MYCO003110,13,22
MYCO003111,39,36
MYCO003112,12,22
MYCO003113,31,1368
MYCO003114,24,78
MYCO003115,7,5709
MYCO003116,57,137
MYCO003119,27,15
MYCO003120,29,20
MYCO003121,60,114
MYCO003122,21,31
MYCO003123,24,16
MYCO003124,42,98
MYCO003125,49,711
MYCO003126,15,28
MYCO003127,49,24
MYCO003129,10,500
MYCO003130,64,7
MYCO003131,31,2
MYCO003132,73,8
MYCO003133,16,2
MYCO003134,40,6
MYCO003135,9,3414
MYCO003136,47,5
MYCO003137,32,2
MYCO003138,62,63
MYCO003141,36,204
MYCO003142,21,779
MYCO003143,12,1
MYCO003144,56,175
MYCO003145,10,0
MYCO003146,24,1
MYCO003147,13,21
MYCO003148,46,10
MYCO003149,32,4
MYCO003150,44,23
MYCO003151,94,107
MYCO003152,42,4
MYCO003153,29,0
MYCO003154,35,5
MYCO003155,16,2
MYCO003156,72,23
MYCO003157,70,22
MYCO003158,64,2
MYCO003159,73,2518
MYCO003160,21,2
MYCO003161,74,440
MYCO003162,14,6
MYCO003163,48,18
MYCO003164,23,14
MYCO003165,17,70
MYCO003166,43,30
MYCO003167,36,14
MYCO003168,71,30
MYCO003169,57,246
MYCO003170,52,516
MYCO003171,56,13
MYCO003172,27,8
MYCO003173,32,1
MYCO003174,50,14
MYCO003175,74,421
MYCO003176,48,29
MYCO003177,32,35
MYCO003178,20,13
MYCO003179,60,523
MYCO003180,24,20
MYCO003181,20,34
MYCO003182,12,21
MYCO003183,13,199
MYCO003184,16,589
MYCO003186,16,589
MYCO003188,17,16
MYCO003189,25,64
MYCO003190,50,138
MYCO003191,45,18
MYCO003192,26,51
MYCO003196,51,11
MYCO003199,48,39
MYCO003200,50,11
MYCO003201,136,124
MYCO003202,159,85
MYCO003203,35,10
MYCO003204,21,0
MYCO003209,33,2
MYCO003210,29,1
MYCO003212,57,50
MYCO003215,54,2
MYCO003217,19,32
MYCO003218,43,5
MYCO003222,20,2
MYCO003224,41,36
MYCO003225,62,38
MYCO003226,32,9
MYCO003227,61,12
MYCO003230,58,45
MYCO003231,17,0
MYCO003232,33,5
MYCO003233,33,3
MYCO003234,20,2703
MYCO003235,38,16
MYCO003236,54,16
MYCO003237,25,5
MYCO003238,35,17
MYCO003239,115,2161
MYCO003242,35,23
MYCO003243,36,32
MYCO003244,58,91
MYCO003247,27,4
MYCO003249,25,197
MYCO003250,8,1
MYCO003251,10,8
MYCO003253,53,15
MYCO003254,62,8
MYCO003256,54,45
MYCO003259,10,0
MYCO003260,13,0
MYCO003263,70,63
MYCO003266,44,8
MYCO003268,37,41
MYCO003269,11,0
MYCO003270,90,27
MYCO003271,33,7
MYCO003272,54,38
MYCO003273,93,7
MYCO003278,15,12
MYCO003279,32,3
MYCO003281,7,5629
MYCO003282,38,6
MYCO003283,45,11
MYCO003284,22,49
MYCO003286,41,53
MYCO003287,17,0
MYCO003288,20,5
MYCO003289,24,36
MYCO003291,14,8
MYCO003292,55,26
MYCO003293,71,55
MYCO003294,38,20
MYCO003295,25,1
MYCO003297,40,12
MYCO003298,27,45
MYCO003299,156,178
MYCO003300,43,25
MYCO003301,32,22
MYCO003307,40,13
MYCO003308,79,45
MYCO003309,21,15
MYCO003310,41,15
MYCO003311,55,3
MYCO003312,37,7
MYCO003314,48,19
MYCO003315,20,0
MYCO003316,13,0
MYCO003320,23,27
MYCO003321,6,2
MYCO003322,33,11
MYCO003323,35,290
MYCO003324,22,213
MYCO003325,16,589
MYCO003327,5,5784
MYCO003331,63,78
MYCO003332,68,13
MYCO003333,44,417
MYCO003334,23,4
MYCO003335,33,5
MYCO003337,19,574
MYCO003338,41,32
MYCO003339,55,56
MYCO003342,19,6
MYCO003343,19,5792
MYCO003345,12,5777
MYCO003346,16,1972
MYCO003347,269,4101
MYCO003348,27,110
MYCO003349,30,2489
MYCO003350,283,4507
MYCO003351,35,832
MYCO003352,14,818
MYCO003353,10,802
MYCO003354,14,804
MYCO003355,14,709
MYCO003357,14,3
MYCO003358,10,7
MYCO003359,33,45
MYCO003360,14,838
MYCO003361,31,38
MYCO003362,35,17
MYCO003363,19,25
MYCO003364,18,22
MYCO003365,32,5143
MYCO003366,22,3
MYCO003367,98,1712
MYCO003368,32,15
MYCO003369,13,20
MYCO003370,135,180
MYCO003371,76,430
MYCO003372,51,8
MYCO003373,26,586
MYCO003374,11,2
MYCO003375,76,68
MYCO003376,29,19
MYCO003377,71,458
MYCO003378,63,126
MYCO003379,84,75
MYCO003381,16,589
MYCO003382,35,182
MYCO003383,60,1227
MYCO003384,20,34
MYCO003385,11,19
MYCO003386,37,44
MYCO003387,31,6
MYCO003388,72,3886
MYCO003389,57,31
MYCO003390,44,4
MYCO003391,101,52
MYCO003393,28,31
MYCO003394,63,475
MYCO003395,31,25
MYCO003397,33,9
MYCO003398,58,20
MYCO003399,39,10
MYCO003400,23,9
MYCO003401,102,111
MYCO003402,52,93
MYCO003403,91,63
MYCO003404,36,44
MYCO003405,29,0
MYCO003406,43,78
MYCO003407,9,23
MYCO003408,11,1
MYCO003413,31,24
MYCO003414,36,15
MYCO003415,42,107
MYCO003416,13,46
MYCO003420,23,3
MYCO003421,46,712
MYCO003423,78,6
MYCO003424,25,280
MYCO003425,51,1163
MYCO003426,2,5669
MYCO003427,27,1627
MYCO003428,7,5478
MYCO003429,50,748
MYCO003430,83,239
MYCO003431,39,78
MYCO003434,48,281
MYCO003435,54,14
MYCO003437,26,14
MYCO003438,40,4
MYCO003439,75,156
MYCO003440,19,5
MYCO003444,16,5
MYCO003445,19,21
MYCO003446,74,185
MYCO003447,178,277
MYCO003448,65,59
MYCO003449,71,50
MYCO003450,80,150
MYCO003451,48,58
MYCO003452,33,111
MYCO003453,3,3416
MYCO003454,67,92
MYCO003463,35,66
MYCO003465,26,3
MYCO003466,27,5696
MYCO003467,21,5715
MYCO003468,60,41
MYCO003469,51,14
MYCO003470,87,85
MYCO003471,25,11
MYCO003472,34,17
MYCO003473,48,19
MYCO003474,16,589
MYCO003476,62,47
MYCO003477,13,75
MYCO003478,302,2566
MYCO003479,156,107
MYCO003480,74,61
MYCO003481,26,31
MYCO003482,35,20
MYCO003483,31,1162
MYCO003484,58,4
MYCO003485,49,464
MYCO003486,20,436
MYCO003487,38,1295
MYCO003488,12,88
MYCO003489,7,0
MYCO003491,31,7
MYCO003492,24,1
MYCO003493,31,8
MYCO003494,71,395
MYCO003495,41,12
MYCO003496,39,14
MYCO003497,49,4
MYCO003498,40,4
MYCO003499,40,8
MYCO003502,33,11
MYCO003503,9,0
MYCO003505,45,46
MYCO003506,85,19
MYCO003507,105,5340
MYCO003508,3,5807
MYCO003509,69,38
MYCO003510,40,99
MYCO003511,7,5796
MYCO003513,14,5634
MYCO003514,1,5810
MYCO003515,24,5317
MYCO003516,35,841
MYCO003517,40,857
MYCO003518,48,113
MYCO003519,37,14
MYCO003521,50,11
MYCO003522,52,4
MYCO003523,43,287
MYCO003524,68,13
MYCO003525,22,308
MYCO003526,39,3
MYCO003527,30,1
MYCO003528,54,65
MYCO003529,60,214
MYCO003530,39,22
MYCO003531,60,34
MYCO003532,67,133
MYCO003533,91,866
MYCO003534,41,8
MYCO003535,34,1323
MYCO003536,36,1
MYCO003537,57,7
MYCO003538,27,6
MYCO003539,79,132
MYCO003540,52,35
MYCO003541,18,0
MYCO003542,39,1
MYCO003543,47,8
MYCO003544,47,0
MYCO003545,71,3
MYCO003546,42,7
MYCO003547,31,14
MYCO003548,25,1
MYCO003549,35,15
MYCO003550,33,26
MYCO003551,37,5
MYCO003552,25,1
MYCO003553,40,25
MYCO003554,120,34
MYCO003555,40,199
MYCO003556,39,14
MYCO003557,26,1
MYCO003558,77,917
MYCO003559,39,21
MYCO003560,55,4
MYCO003561,66,129
MYCO003562,54,12
MYCO003563,45,9
MYCO003564,25,26
MYCO003565,59,19
MYCO003566,45,23
MYCO003567,21,6
MYCO003568,36,41
MYCO003569,37,53
MYCO003572,20,9
MYCO003573,88,23
MYCO003574,25,3
MYCO003575,40,4
MYCO003576,38,87
MYCO003577,36,51
MYCO003578,68,112
MYCO003581,17,2
MYCO003582,33,7
MYCO003584,18,9
MYCO003585,63,22
MYCO003586,49,12
MYCO003587,41,18
MYCO003588,15,3
MYCO003590,65,3479
MYCO003591,49,9
MYCO003593,65,0
MYCO003594,45,23
MYCO003595,79,1669
MYCO003597,12,10
MYCO003599,5,1485
MYCO003602,47,159
MYCO003603,49,23
MYCO003604,72,264
MYCO003605,21,15
MYCO003606,21,3
MYCO003607,12,5
MYCO003608,40,27
MYCO003611,8,5745
MYCO003612,23,20
MYCO003613,6,0
MYCO003614,44,5
MYCO003615,12,8
MYCO003616,68,23
MYCO003617,49,73
MYCO003618,55,75
MYCO003619,132,1445
MYCO003620,103,3192
MYCO003621,58,304
MYCO003622,14,101
MYCO003623,34,52
MYCO003625,44,11
MYCO003626,45,19
MYCO003627,70,6
MYCO003629,53,59
MYCO003630,57,9
MYCO003631,29,2
MYCO003632,6,0
MYCO003633,47,33
MYCO003634,37,3
MYCO003635,85,32
MYCO003636,18,3
MYCO003637,32,37
MYCO003638,41,11
MYCO003639,39,236
MYCO003640,58,41
MYCO003641,27,18
MYCO003642,15,0
MYCO003643,12,1
MYCO003645,75,426
MYCO003649,124,162
MYCO003650,14,37
MYCO003651,47,493
MYCO003652,19,1224
MYCO003653,39,2742
MYCO003654,18,30
MYCO003655,2,5807
MYCO003656,9,10
MYCO003657,34,669
MYCO003658,44,45
MYCO003659,49,845
MYCO003660,69,31
MYCO003661,24,5
MYCO003662,45,537
MYCO003663,88,154
MYCO003664,42,4
MYCO003665,45,2
MYCO003666,64,27
MYCO003667,94,45
MYCO003669,26,2
MYCO003671,54,8
MYCO003672,34,6
MYCO003673,36,4
MYCO003675,15,3
MYCO003678,21,0
MYCO003681,27,16
MYCO003685,80,50
MYCO003686,12,32
MYCO003687,20,5
MYCO003688,33,32
MYCO003689,89,55
MYCO003690,27,39
MYCO003691,53,29
MYCO003692,51,3
MYCO003693,70,1024
MYCO003694,51,5
MYCO003697,27,2
MYCO003698,81,30
MYCO003699,38,22
MYCO003700,53,55
MYCO003701,47,15
MYCO003702,44,24
MYCO003703,78,16
MYCO003704,70,30
MYCO003706,13,4
MYCO003714,57,17
MYCO003716,22,200
MYCO003723,35,7
MYCO003725,25,2695
MYCO003726,62,18
MYCO003727,96,163
MYCO003728,114,3128
MYCO003729,124,160
MYCO003730,48,6
MYCO003731,55,5
MYCO003732,56,116
MYCO003733,26,3
MYCO003734,72,77
MYCO003735,35,13
MYCO003736,69,24
MYCO003737,72,847
MYCO003738,48,1216
MYCO003739,10,1320
MYCO003740,70,116
MYCO003741,42,21
MYCO003742,21,11
MYCO003743,112,89
MYCO003744,23,1
MYCO003745,13,17
MYCO003746,21,10
MYCO003747,9,10
MYCO003748,18,8
MYCO003749,27,36
MYCO003750,15,23
MYCO003751,14,11
MYCO003752,18,17
MYCO003753,17,573
MYCO003754,38,68
MYCO003755,33,3
MYCO003756,41,5
MYCO003757,41,4
MYCO003758,50,20
MYCO003759,67,10
MYCO003760,12,5
MYCO003761,48,272
MYCO003762,96,21
MYCO003763,29,22
MYCO003764,60,29
MYCO003766,46,149
MYCO003767,51,127
MYCO003768,16,126
MYCO003769,20,124
MYCO003770,35,151
MYCO003771,29,9
MYCO003772,55,42
MYCO003773,32,117
MYCO003776,95,210
MYCO003779,113,58
MYCO003784,59,295
MYCO003785,44,2546
MYCO003786,60,60
MYCO003787,53,19
MYCO003788,24,7
MYCO003789,19,3
MYCO003792,110,40
MYCO003796,57,31
MYCO003797,101,222
MYCO003798,36,3180
MYCO003800,241,191
MYCO003803,50,6
MYCO003805,87,5
MYCO003807,24,60
MYCO003810,42,445
MYCO003811,73,187
MYCO003812,69,1773
MYCO003813,32,19
