GbGDiv results table from 'allMtub-MYCOBACT' records table.
Created at 16:55, on Tue 3 May, 2016
Software version: 0.9
Isolate records read from table: 7670

"Locus"	"Missing"	"Paralogous"	"CountNuc"	"CountAA"	"MinLength"	"MaxLength"	"AvgLength"	"NonVarNuc"	"NonVarAA"	"AllelicDiv"	"ADivNM"	"VSitesNuc"	"VSitesAA"	"RatioCount"	"RatioVS"
"MYCO001791"	31	0	13	6	300	300	300	289	94	0.0433333333333333	-0.0186732224675383	0.0366666666666667	0.06	0.461538461538462	1.63636363636364
"MYCO001793"	680	2905	126	27	285	285	285	208	68	0.442105263157895	0.380098707357023	0.270175438596491	0.284210526315789	0.214285714285714	1.05194805194805
"MYCO001794"	15	0	52	30	903	903	903	852	272	0.0575858250276855	-0.00442073077318611	0.0564784053156146	0.0963455149501661	0.576923076923077	1.70588235294118
"MYCO001795"	755	0	84	42	1512	1512	1512	1432	465	0.0555555555555556	-0.00645100024531604	0.0529100529100529	0.0773809523809524	0.5	1.4625
"MYCO001796"	362	0	95	49	1755	1758	1757.9387755102	1665	538	0.0540405623469045	-0.00796599345396706	0.0528680388674098	0.0818792881273269	0.515789473684211	1.5487483530962
"MYCO001797"	29	0	87	58	1221	1221	1221	1136	351	0.0712530712530713	0.00924651545219965	0.0696150696150696	0.137592137592138	0.666666666666667	1.97647058823529
"MYCO001798"	41	0	76	46	1833	1833	1833	1759	566	0.0414620840152755	-0.0205444717855961	0.0403709765411893	0.0736497545008183	0.605263157894737	1.82432432432432
"MYCO001799"	642	0	18	9	192	192	192	176	56	0.09375	0.0317434441991284	0.0833333333333333	0.125	0.5	1.5
"MYCO001800"	283	0	132	93	1953	1968	1967.8064516129	1829	565	0.0670797678764632	0.00507321207559157	0.0705386708632489	0.138634798859052	0.704545454545455	1.9653729955845
"MYCO001801"	2067	0	97	60	1266	1278	1272.05	1169	330	0.0762548641955898	0.0142483083947182	0.081010966550057	0.22172870563264	0.618556701030928	2.73702086365842
"MYCO001802"	1407	0	77	57	1392	1392	1392	1316	394	0.055316091954023	-0.00669046384684862	0.0545977011494253	0.150862068965517	0.74025974025974	2.76315789473684
"MYCO001803"	2206	0	100	69	1902	1938	1918.82608695652	1756	499	0.0521151972446922	-0.00989135855617937	0.0848571363832045	0.219835497246957	0.69	2.59065420560749
"MYCO001804"	54	0	24	18	327	333	327.333333333333	300	93	0.0733197556008147	0.0113131997999431	0.0835030549898157	0.147657841140529	0.75	1.76829268292684
"MYCO001805"	11	0	35	26	348	348	348	314	91	0.100574712643678	0.0385681568428066	0.0977011494252874	0.21551724137931	0.742857142857143	2.20588235294118
"MYCO001806"	22	0	23	12	300	300	300	278	88	0.0766666666666667	0.0146601108657951	0.0733333333333333	0.12	0.521739130434783	1.63636363636364
"MYCO001808"	539	0	72	43	1224	1230	1229.86046511628	1159	368	0.0585432266848196	-0.00346332911605204	0.0576166704485296	0.102337190832767	0.597222222222222	1.77617328519855
"MYCO001809"	349	0	60	44	1395	1413	1409.72727272727	1340	427	0.0425614238730897	-0.0194451319277819	0.0494615335009977	0.0913136003095359	0.733333333333333	1.84615384615388
"MYCO001810"	6	0	22	17	351	357	356.294117647059	320	98	0.0617467393098894	-0.000259816490982248	0.101865610037973	0.174839029222388	0.772727272727273	1.71636952998379
"MYCO001811"	63	0	60	41	705	705	705	646	200	0.0851063829787234	0.0230998271778518	0.0836879432624113	0.148936170212766	0.683333333333333	1.77966101694915
"MYCO001812"	377	0	84	54	1197	1203	1202.88888888889	1120	350	0.0698318861998891	0.00782533039901749	0.0689081840014788	0.127101422501386	0.642857142857143	1.84450402144771
"MYCO001813"	29	0	31	20	432	432	432	401	125	0.0717592592592593	0.00975270345838766	0.0717592592592593	0.131944444444444	0.645161290322581	1.83870967741935
"MYCO001814"	361	0	82	54	903	903	903	824	251	0.0908084163898117	0.0288018605889401	0.0874861572535991	0.166112956810631	0.658536585365854	1.89873417721519
"MYCO001815"	1102	0	62	39	666	666	666	608	187	0.0930930930930931	0.0310865372922215	0.0870870870870871	0.157657657657658	0.629032258064516	1.81034482758621
"MYCO001816"	1043	2152	33	19	687	705	704.052631578947	656	212	0.0468714958510877	-0.0151350599497839	0.0682514764147412	0.0966584435972185	0.575757575757576	1.41621029572837
"MYCO001817"	823	0	99	57	1458	1464	1463.89473684211	1361	433	0.0676278133314156	0.00562125753054401	0.0702883439994277	0.112641115984759	0.575757575757576	1.60255754475701
"MYCO001818"	5049	0	72	56	1398	1524	1480.07142857143	1122	364	0.0486463008542058	-0.0133602549466658	0.241928478355292	0.262197770377878	0.777777777777778	1.08378216636744
"MYCO001819"	265	0	81	50	1917	1923	1920	1841	593	0.0421875	-0.0198190558008716	0.0411458333333333	0.0734375	0.617283950617284	1.78481012658228
"MYCO001820"	253	0	89	57	1644	1647	1644.05263157895	1553	491	0.0541345199603034	-0.00787203584056821	0.0553830393443688	0.104043282005316	0.640449438202247	1.87861271676298
"MYCO001822"	36	0	39	25	630	630	630	590	186	0.0619047619047619	-0.000101793896109701	0.0634920634920635	0.114285714285714	0.641025641025641	1.8
"MYCO001823"	211	0	58	42	921	924	923.928571428571	866	270	0.0627754155392347	0.000768859738363062	0.0626981059141859	0.123308851952068	0.724137931034483	1.96670776818743
"MYCO001824"	31	0	23	14	366	366	366	344	108	0.0628415300546448	0.000834974253773209	0.0601092896174863	0.114754098360656	0.608695652173913	1.90909090909091
"MYCO001825"	37	0	53	36	879	879	879	825	260	0.0602957906712173	-0.00171076512965431	0.0614334470989761	0.112627986348123	0.679245283018868	1.83333333333333
"MYCO001826"	2	0	18	12	405	405	405	388	123	0.0444444444444444	-0.0175621113564272	0.0419753086419753	0.0888888888888889	0.666666666666667	2.11764705882353
"MYCO001828"	34	0	39	20	744	744	744	707	229	0.0524193548387097	-0.00958720096216192	0.0497311827956989	0.0766129032258065	0.512820512820513	1.54054054054054
"MYCO001831"	66	0	16	13	258	261	258.230769230769	245	74	0.0619600834078046	-4.64723930669554e-05	0.0512362228179914	0.140303842716711	0.8125	2.73837209302329
"MYCO001833"	38	0	55	41	861	861	861	806	249	0.0638792102206736	0.00187265441980204	0.0638792102206736	0.132404181184669	0.745454545454545	2.07272727272727
"MYCO001834"	71	0	44	27	867	867	867	824	262	0.0507497116493656	-0.011256844151506	0.04959630911188	0.0934256055363322	0.613636363636364	1.88372093023256
"MYCO001835"	428	0	120	89	1887	1887	1887	1766	546	0.0635930047694754	0.00158644896860376	0.0641229464758876	0.131955484896661	0.741666666666667	2.05785123966942
"MYCO001836"	479	0	116	75	2028	2040	2034	1909	583	0.0570304818092429	-0.00497607399162873	0.0614552605703048	0.140117994100295	0.646551724137931	2.28
"MYCO001838"	26	0	21	12	396	396	396	376	120	0.053030303030303	-0.00897625277056857	0.0505050505050505	0.0909090909090909	0.571428571428571	1.8
"MYCO001839"	5	0	11	6	264	264	264	254	82	0.0416666666666667	-0.0203398891342049	0.0378787878787879	0.0681818181818182	0.545454545454545	1.8
"MYCO001840"	3710	0	86	65	1539	1557	1547.30769230769	1415	442	0.0555804126273926	-0.00642614317347903	0.0855083271190641	0.143027591349738	0.755813953488372	1.67267441860466
"MYCO001841"	106	0	66	48	1038	1050	1041.0625	966	298	0.0633967701266735	0.00139021432580187	0.0721018190550519	0.141261931920514	0.727272727272727	1.95920066611157
"MYCO001845"	1381	0	45	25	951	957	951.24	897	282	0.0473066733947269	-0.0146998824061447	0.0570203103317775	0.110634540179135	0.555555555555556	1.94026548672566
"MYCO001846"	62	0	39	26	417	420	417.115384615385	385	120	0.0934993084370677	0.0314927526361961	0.0769940064545882	0.136929460580914	0.666666666666667	1.77844311377245
"MYCO001847"	84	0	45	29	417	423	422.793103448276	382	117	0.106435037925128	0.0444284821242568	0.0964847891689098	0.169806704183998	0.644444444444444	1.75993237531699
"MYCO001848"	103	0	22	15	303	303	303	281	86	0.0726072607260726	0.010600704925201	0.0726072607260726	0.148514851485149	0.681818181818182	2.04545454545455
"MYCO001849"	6	0	13	10	315	315	315	303	96	0.0412698412698413	-0.0207367145310303	0.0380952380952381	0.0857142857142857	0.769230769230769	2.25
"MYCO001850"	419	0	100	67	1734	1734	1734	1637	513	0.0576701268742791	-0.00433642892659248	0.0559400230680508	0.112456747404844	0.67	2.01030927835052
"MYCO001851"	751	0	43	21	636	636	636	595	192	0.0676100628930818	0.00560350709221016	0.0644654088050314	0.0943396226415094	0.488372093023256	1.46341463414634
"MYCO001852"	149	0	34	24	675	675	675	642	201	0.0503703703703704	-0.0116361854305012	0.0488888888888889	0.106666666666667	0.705882352941177	2.18181818181818
"MYCO001853"	45	0	37	23	621	627	626.739130434783	587	186	0.0590357266736038	-0.00297082912726775	0.0634061741241767	0.109677419354839	0.621621621621622	1.72975929978118
"MYCO001855"	107	0	61	42	924	924	924	864	267	0.066017316017316	0.00401076021644441	0.0649350649350649	0.133116883116883	0.688524590163934	2.05
"MYCO001856"	1043	0	44	28	669	678	677.678571428571	630	197	0.0649275362318841	0.0029209804310125	0.0703557312252958	0.12790513833992	0.636363636363636	1.81797752808989
"MYCO001857"	15	0	41	28	786	786	786	745	235	0.0521628498727735	-0.00984370592809806	0.0521628498727735	0.103053435114504	0.682926829268293	1.97560975609756
"MYCO001858"	42	0	31	14	792	795	794.785714285714	763	251	0.0390042239597376	-0.023002331841134	0.0399928102812974	0.052574818010245	0.451612903225806	1.31460674157304
"MYCO001859"	129	0	60	33	1110	1110	1110	1053	338	0.0540540540540541	-0.00795250174681755	0.0513513513513514	0.0864864864864865	0.55	1.68421052631579
"MYCO001860"	1161	0	70	50	966	978	977.76	900	278	0.0715922107674685	0.0095856549665969	0.0795287187039764	0.147029945999018	0.714285714285714	1.84876543209877
"MYCO001861"	10	0	25	19	306	306	306	283	85	0.0816993464052288	0.0196927906043572	0.0751633986928105	0.166666666666667	0.76	2.21739130434783
"MYCO001862"	74	0	62	40	1041	1041	1041	981	308	0.0595581171950048	-0.00244843860586679	0.0576368876080692	0.112391930835735	0.645161290322581	1.95
"MYCO001863"	60	0	49	38	762	771	770.763157894737	718	201	0.0635733551845403	0.00156679938366865	0.0684557342346958	0.217658506606576	0.775510204081633	3.17955112219451
"MYCO001864"	28	0	45	24	756	756	756	713	228	0.0595238095238095	-0.00248274627706208	0.0568783068783069	0.0952380952380952	0.533333333333333	1.67441860465116
"MYCO001865"	22	0	50	34	861	861	861	815	256	0.0580720092915215	-0.00393454650935011	0.0534262485481998	0.10801393728223	0.68	2.02173913043478
"MYCO001866"	165	0	139	98	2337	2337	2337	2200	685	0.0594779632006846	-0.00252859260018696	0.0586221651690201	0.120667522464698	0.705035971223022	2.05839416058394
"MYCO001867"	408	0	100	60	1479	1485	1484.85	1379	439	0.0673468700542142	0.00534031425334263	0.0712866619523857	0.113041721385999	0.6	1.58573452999528
"MYCO001868"	629	0	128	89	2088	2103	2099.86516853933	1961	610	0.060956294679166	-0.00105026112170559	0.0661305166730895	0.128515474508799	0.6953125	1.94336111335866
"MYCO001869"	278	0	57	37	1233	1236	1235.91891891892	1180	378	0.0461195302761923	-0.0158870255246793	0.0452448118261944	0.0824640818736478	0.649122807017544	1.82261962300627
"MYCO001870"	887	0	37	22	636	636	636	599	190	0.0581761006289308	-0.00383045517194079	0.0581761006289308	0.10377358490566	0.594594594594595	1.78378378378378
"MYCO001871"	264	0	34	24	390	390	390	359	95	0.0871794871794872	0.0251729313786156	0.0794871794871795	0.269230769230769	0.705882352941177	3.38709677419355
"MYCO001872"	67	0	96	53	1245	1245	1245	1165	374	0.0771084337349398	0.0151018779340682	0.0642570281124498	0.0987951807228916	0.552083333333333	1.5375
"MYCO001873"	90	0	35	19	438	438	438	405	128	0.0799086757990868	0.0179021199982152	0.0753424657534247	0.123287671232877	0.542857142857143	1.63636363636364
"MYCO001874"	44	0	51	37	687	690	687.081081081081	637	195	0.0742270474392259	0.0122204916383543	0.0728896231610416	0.148572102902997	0.725490196078431	2.03831624392876
"MYCO001875"	48	0	35	18	441	444	443.833333333333	411	132	0.0788584303417199	0.0168518745408483	0.0739767179872317	0.107773188133683	0.514285714285714	1.45685279187818
"MYCO001876"	103	0	34	23	480	480	480	448	138	0.0708333333333333	0.00882677753246173	0.0666666666666667	0.1375	0.676470588235294	2.0625
"MYCO001877"	348	0	121	83	2061	2064	2063.92771084337	1941	607	0.0586260843169534	-0.00338047148391821	0.059560085461103	0.117701656684528	0.685950413223141	1.97618347544843
"MYCO001878"	529	0	82	49	1350	1365	1353.18367346939	1273	403	0.0605978342834735	-0.00140872151739811	0.0592555726480274	0.106551443308299	0.597560975609756	1.79816747263933
"MYCO001879"	327	0	63	42	1137	1137	1137	1076	341	0.0554089709762533	-0.0065975848246183	0.0536499560246262	0.100263852242744	0.666666666666667	1.86885245901639
"MYCO001880"	97	0	82	55	1317	1317	1317	1237	385	0.0622627182991648	0.000256162498293164	0.0607441154138193	0.123006833712984	0.670731707317073	2.025
"MYCO001881"	82	0	31	24	423	423	423	397	120	0.0732860520094563	0.0112794962085847	0.0614657210401891	0.148936170212766	0.774193548387097	2.42307692307692
"MYCO001882"	30	0	49	34	834	834	834	787	244	0.0587529976019185	-0.00325355819895314	0.0563549160671463	0.122302158273381	0.693877551020408	2.17021276595745
"MYCO001883"	52	0	35	29	462	477	475.241379310345	424	127	0.0736467856624582	0.0116402298615867	0.10782179654622	0.19830213321724	0.828571428571429	1.83916554508748
"MYCO001884"	30	0	33	20	531	531	531	499	157	0.0621468926553672	0.000140336854495623	0.0602636534839925	0.112994350282486	0.606060606060606	1.875
"MYCO001885"	58	0	53	37	591	600	599.756756756757	539	161	0.0883691586679284	0.0263626028670568	0.101302329773332	0.194673516290388	0.69811320754717	1.92170818505338
"MYCO001887"	393	0	82	49	1143	1143	1143	1063	335	0.0717410323709536	0.00973447657008202	0.0699912510936133	0.120734908136483	0.597560975609756	1.725
"MYCO001888"	6392	0	7	6	561	561	561	555	181	0.0124777183600713	-0.0495288374408003	0.0106951871657754	0.0320855614973262	0.857142857142857	3
"MYCO001889"	45	0	20	15	357	357	357	338	104	0.0560224089635854	-0.00598414683728616	0.0532212885154062	0.126050420168067	0.75	2.36842105263158
"MYCO001890"	40	0	39	28	612	612	612	574	178	0.0637254901960784	0.00171893439520683	0.0620915032679739	0.127450980392157	0.717948717948718	2.05263157894737
"MYCO001891"	19	0	36	23	408	411	408.130434782609	375	116	0.0882070949185043	0.0262005391176327	0.081176094598914	0.147331415787792	0.638888888888889	1.81496062992125
"MYCO001892"	40	0	17	11	312	315	312.272727272727	296	94	0.0544395924308589	-0.00756696337001275	0.0521106259097518	0.0969432314410473	0.647058823529412	1.86033519553074
"MYCO001893"	20	0	18	13	219	219	219	203	61	0.0821917808219178	0.0201852250210462	0.0730593607305936	0.164383561643836	0.722222222222222	2.25
"MYCO001895"	2159	0	45	33	1155	1155	1155	1110	352	0.038961038961039	-0.0230455168398326	0.038961038961039	0.0857142857142857	0.733333333333333	2.2
"MYCO001896"	505	0	74	52	912	912	912	841	255	0.081140350877193	0.0191337950763214	0.0778508771929825	0.161184210526316	0.702702702702703	2.07042253521127
"MYCO001897"	65	0	30	26	432	435	432.115384615385	404	120	0.0694259012016021	0.00741934540073048	0.065064530485092	0.166889185580775	0.866666666666667	2.56497948016414
"MYCO001898"	30	0	22	20	309	309	309	290	87	0.0711974110032362	0.00919085520236464	0.0614886731391586	0.155339805825243	0.909090909090909	2.52631578947368
"MYCO001899"	2810	0	71	46	1023	1050	1047.0652173913	908	288	0.0678085746911661	0.00580201889029447	0.132814284231285	0.174836499532852	0.647887323943662	1.31639831170862
"MYCO001900"	214	0	101	73	1380	1404	1389.12328767123	1283	395	0.0727077293256811	0.0107011735248095	0.0763958740113978	0.146943967812554	0.722772277227723	1.92345424035113
"MYCO001901"	270	0	90	63	1293	1293	1293	1204	369	0.0696055684454756	0.00759901264460403	0.0688321732405259	0.14385150812065	0.7	2.08988764044944
"MYCO001902"	222	0	81	52	1269	1269	1269	1190	373	0.0638297872340425	0.00182323143317095	0.0622537431048069	0.118203309692671	0.641975308641975	1.89873417721519
"MYCO001903"	36	0	33	20	399	408	404.85	369	115	0.0815116709892553	0.0195051151883837	0.0885513153019637	0.147832530566877	0.606060606060606	1.66945606694561
"MYCO001904"	26	0	31	26	432	432	432	402	119	0.0717592592592593	0.00975270345838766	0.0694444444444444	0.173611111111111	0.838709677419355	2.5
"MYCO001905"	86	0	67	54	954	963	962.833333333333	887	269	0.0695862904621776	0.00757973466130602	0.0787606023887828	0.161848710403323	0.805970149253731	2.05494505494506
"MYCO001906"	26	0	31	24	471	471	471	441	135	0.0658174097664544	0.00381085396558275	0.0636942675159236	0.140127388535032	0.774193548387097	2.2
"MYCO001907"	5448	0	47	38	645	648	647.921052631579	605	183	0.0725397018805085	0.0105331460796369	0.0662442630274969	0.152674546119167	0.808510638297872	2.30472103004292
"MYCO001908"	266	0	228	176	2211	2223	2222.84659090909	1999	591	0.102571180994885	0.0405646251940137	0.100702671891335	0.202374105684511	0.771929824561403	2.00962002182908
"MYCO001909"	30	0	36	29	444	444	444	410	121	0.0810810810810811	0.0190745252802095	0.0765765765765766	0.182432432432432	0.805555555555556	2.38235294117647
"MYCO001910"	249	0	46	24	594	594	594	552	175	0.0774410774410774	0.0154345216402058	0.0707070707070707	0.116161616161616	0.521739130434783	1.64285714285714
"MYCO001911"	272	0	35	26	606	606	606	572	179	0.0577557755775578	-0.00425078022331385	0.0561056105610561	0.113861386138614	0.742857142857143	2.02941176470588
"MYCO001912"	2273	0	41	26	1005	1005	1005	951	298	0.0407960199004975	-0.0212105359003741	0.0537313432835821	0.11044776119403	0.634146341463415	2.05555555555556
"MYCO001913"	43	0	48	33	753	753	753	704	218	0.0637450199203187	0.00173846411944712	0.0650730411686587	0.131474103585657	0.6875	2.02040816326531
"MYCO001914"	25	0	33	22	408	408	408	363	106	0.0808823529411765	0.0188757971403049	0.110294117647059	0.220588235294118	0.666666666666667	2
"MYCO001915"	4770	0	26	22	1104	1104	1104	1079	320	0.0235507246376812	-0.0384558311631904	0.0226449275362319	0.130434782608696	0.846153846153846	5.76
"MYCO001916"	101	0	55	38	1191	1197	1196.84210526316	1138	360	0.0459542656112576	-0.016052290189614	0.0491644678979788	0.097625329815305	0.690909090909091	1.98568872987474
"MYCO001917"	7638	0	14	10	4380	4380	4380	4362	1450	0.00319634703196347	-0.0588102087689081	0.00410958904109589	0.00684931506849315	0.714285714285714	1.66666666666667
"MYCO001918"	1477	0	190	132	2943	2973	2963.90909090909	2721	848	0.0641045302579517	0.00209797445708014	0.081955648253228	0.141674079072478	0.694736842105263	1.72866766467066
"MYCO001919"	16	0	26	20	465	465	465	440	135	0.0559139784946237	-0.00609257730624795	0.0537634408602151	0.129032258064516	0.769230769230769	2.4
"MYCO001920"	25	0	68	48	864	864	864	799	243	0.0787037037037037	0.0166971479028321	0.0752314814814815	0.15625	0.705882352941177	2.07692307692308
"MYCO001921"	1192	0	69	48	1272	1272	1272	1210	381	0.0542452830188679	-0.00776127278200368	0.0487421383647799	0.101415094339623	0.695652173913043	2.08064516129032
"MYCO001922"	123	0	64	38	1116	1122	1116.15789473684	1055	334	0.0573395576932146	-0.004666998107657	0.0547932286509154	0.102277549865609	0.59375	1.86660929432017
"MYCO001923"	149	0	95	67	1341	1344	1341.0447761194	1243	387	0.0708402893711743	0.00883373357030274	0.0731107401224242	0.134257095158596	0.705263157894737	1.83635256507842
"MYCO001924"	30	0	30	17	381	381	381	354	110	0.078740157480315	0.0167336016794434	0.0708661417322835	0.133858267716535	0.566666666666667	1.88888888888889
"MYCO001925"	87	0	93	56	1863	1863	1863	1766	551	0.0499194847020934	-0.0120870710987782	0.0520665593129361	0.112721417069243	0.602150537634409	2.16494845360825
"MYCO001926"	21	0	31	21	474	480	479.571428571429	444	139	0.0646410485552576	0.00263449275438601	0.0741733690795361	0.130473637176051	0.67741935483871	1.7590361445783
"MYCO001927"	219	0	59	39	762	774	773.384615384615	693	214	0.0762880445593794	0.0142814887585078	0.103938730853391	0.1698826337776	0.661016949152542	1.63444976076555
"MYCO001928"	1346	0	48	37	768	768	768	714	218	0.0625	0.000493444199128399	0.0703125	0.1484375	0.770833333333333	2.11111111111111
"MYCO001929"	1507	0	58	39	645	645	645	591	178	0.089922480620155	0.0279159248192834	0.0837209302325581	0.172093023255814	0.672413793103448	2.05555555555556
"MYCO001930"	268	0	43	34	525	525	525	483	142	0.0819047619047619	0.0198982061038903	0.08	0.188571428571429	0.790697674418605	2.35714285714286
"MYCO001931"	83	0	52	39	777	780	779.923076923077	725	159	0.0666732419370746	0.00466668613620305	0.0704211460696322	0.388401223000296	0.75	5.51540616246498
"MYCO001932"	76	0	32	18	498	498	498	467	149	0.0642570281124498	0.0022504723115782	0.0622489959839357	0.102409638554217	0.5625	1.64516129032258
"MYCO001933"	1132	0	66	50	1083	1092	1091.82	1022	305	0.0604495246469198	-0.00155703115395178	0.0639482698613324	0.16194977194043	0.757575757575758	2.53251217416213
"MYCO001934"	712	0	79	51	1218	1230	1229.76470588235	1137	347	0.0642399311202527	0.00223337531938111	0.0754328900794008	0.153496603845784	0.645569620253165	2.03487634749528
"MYCO001935"	75	0	67	46	957	957	957	892	274	0.0700104493207941	0.00800389351992255	0.0679205851619645	0.141065830721003	0.686567164179104	2.07692307692308
"MYCO001936"	53	0	80	53	1110	1110	1110	1019	311	0.0720720720720721	0.0100655162712005	0.081981981981982	0.159459459459459	0.6625	1.94505494505495
"MYCO001937"	793	0	144	104	2511	2523	2519.82692307692	2355	733	0.0571467820592074	-0.00485977374166418	0.0654120017400452	0.12732101563752	0.722222222222222	1.94644732236614
"MYCO001938"	119	0	70	50	1068	1071	1070.94	1000	309	0.065363138924683	0.00335658312381138	0.0662408725045288	0.134405288811698	0.714285714285714	2.02903862418945
"MYCO001939"	690	0	41	30	507	516	515.6	468	141	0.0795190069821567	0.0175124511812851	0.0923196276183088	0.179596586501164	0.731707317073171	1.9453781512605
"MYCO001940"	6318	0	25	14	1062	1062	1062	1034	338	0.0235404896421846	-0.038466066158687	0.0263653483992467	0.0451977401129944	0.56	1.71428571428571
"MYCO001941"	122	0	48	32	753	771	770.4375	709	221	0.0623022633244098	0.000295707523538229	0.0797436521456964	0.139449987831589	0.666666666666667	1.74872838250254
"MYCO001942"	7	0	22	15	330	330	330	309	97	0.0666666666666667	0.00466011086579506	0.0636363636363636	0.118181818181818	0.681818181818182	1.85714285714286
"MYCO001943"	28	0	25	17	378	378	378	355	109	0.0661375661375661	0.00413101033669454	0.0608465608465608	0.134920634920635	0.68	2.21739130434783
"MYCO001944"	67	0	48	30	588	591	590.9	545	167	0.0812320189541378	0.0192254631532662	0.0776781181248942	0.152140802166187	0.625	1.95860566448802
"MYCO001945"	7213	87	50	32	1365	1365	1365	1305	435	0.0366300366300366	-0.025376519170835	0.043956043956044	0.043956043956044	0.64	1
"MYCO001946"	84	0	34	26	453	453	453	422	126	0.0750551876379691	0.0130486318370975	0.0684326710816777	0.165562913907285	0.764705882352941	2.41935483870968
"MYCO001947"	145	0	22	16	402	402	402	381	118	0.054726368159204	-0.00728018764166762	0.0522388059701493	0.119402985074627	0.727272727272727	2.28571428571429
"MYCO001948"	227	0	39	22	351	351	351	317	96	0.111111111111111	0.0491045553102395	0.0968660968660969	0.179487179487179	0.564102564102564	1.85294117647059
"MYCO001950"	32	0	12	9	192	192	192	182	56	0.0625	0.000493444199128399	0.0520833333333333	0.125	0.75	2.4
"MYCO001951"	334	0	18	12	297	297	297	278	88	0.0606060606060606	-0.001400495194811	0.063973063973064	0.111111111111111	0.666666666666667	1.73684210526316
"MYCO001952"	23	0	11	8	216	216	216	206	65	0.0509259259259259	-0.0110806298749457	0.0462962962962963	0.0972222222222222	0.727272727272727	2.1
"MYCO001953"	29	0	34	21	312	312	312	284	86	0.108974358974359	0.0469678031734874	0.0897435897435897	0.173076923076923	0.617647058823529	1.92857142857143
"MYCO001954"	72	0	34	22	522	522	522	489	153	0.0651340996168582	0.00312754381598664	0.0632183908045977	0.120689655172414	0.647058823529412	1.90909090909091
"MYCO001955"	55	0	21	13	378	378	378	359	114	0.0555555555555556	-0.00645100024531604	0.0502645502645503	0.0952380952380952	0.619047619047619	1.89473684210526
"MYCO001956"	80	0	42	26	450	450	450	421	132	0.0933333333333333	0.0313267775324617	0.0644444444444444	0.12	0.619047619047619	1.86206896551724
"MYCO001957"	37	0	35	21	546	546	546	513	162	0.0641025641025641	0.0020960083016925	0.0604395604395604	0.10989010989011	0.6	1.81818181818182
"MYCO001958"	104	0	54	32	615	615	615	565	174	0.0878048780487805	0.0257983222479089	0.0813008130081301	0.151219512195122	0.592592592592593	1.86
"MYCO001959"	6	0	18	14	297	300	297.214285714286	281	87	0.0605623648161499	-0.0014441909847217	0.0545541937034376	0.121845710165826	0.777777777777778	2.23348017621143
"MYCO001960"	7	0	14	10	252	252	252	242	76	0.0555555555555556	-0.00645100024531604	0.0396825396825397	0.0952380952380952	0.714285714285714	2.4
"MYCO001961"	215	0	41	31	492	495	494.903225806452	453	134	0.0828444792074045	0.0208379234065328	0.0846695346108728	0.187719984356669	0.75609756097561	2.21709006928405
"MYCO001962"	20	0	28	18	405	408	407.833333333333	379	119	0.0686554965263589	0.00664894072548727	0.0706988148753568	0.124642419288924	0.642857142857143	1.76300578034683
"MYCO001963"	199	0	61	30	1221	1221	1221	1163	378	0.04995904995905	-0.0120475058418216	0.0475020475020475	0.0712530712530713	0.491803278688525	1.5
"MYCO001964"	276	0	44	30	798	798	798	755	236	0.0551378446115288	-0.00686871118934278	0.0538847117794486	0.112781954887218	0.681818181818182	2.09302325581395
"MYCO001965"	262	0	50	33	816	816	816	768	240	0.0612745098039216	-0.000732045996950034	0.0588235294117647	0.117647058823529	0.66	2
"MYCO001966"	209	0	77	49	1278	1281	1278.12244897959	1202	380	0.0602446190202466	-0.00176193678062498	0.0595580251644618	0.108066679440505	0.636363636363636	1.81447721179627
"MYCO001967"	212	0	80	49	1026	1029	1028.9387755102	952	298	0.0777500099170934	0.0157434541162218	0.0747748819865884	0.131143639176481	0.6125	1.75384615384619
"MYCO001968"	2457	0	75	53	1230	1236	1233	1156	358	0.0608272506082725	-0.0011793051925991	0.0624493106244931	0.128953771289538	0.706666666666667	2.06493506493507
"MYCO001969"	328	0	79	56	1260	1272	1271.625	1176	366	0.0621252334611226	0.000118677660250978	0.0751990563255677	0.136537894426423	0.708860759493671	1.8156862745098
"MYCO001970"	175	0	68	48	1125	1134	1133.8125	1060	331	0.0599746430737005	-0.00203191272717115	0.065101152086434	0.124193815114933	0.705882352941177	1.90770533446232
"MYCO001971"	720	0	92	66	1314	1314	1314	1225	373	0.0700152207001522	0.00800866489928061	0.0677321156773212	0.148401826484018	0.717391304347826	2.19101123595506
"MYCO001972"	148	0	38	24	573	576	575.75	539	169	0.0660008684324794	0.00399431263160777	0.0638297872340425	0.119409465914025	0.631578947368421	1.87074829931973
"MYCO001973"	326	0	29	20	483	483	483	455	142	0.0600414078674948	-0.00196514793337678	0.0579710144927536	0.118012422360248	0.689655172413793	2.03571428571429
"MYCO001974"	112	0	30	19	378	378	378	348	108	0.0793650793650794	0.0173585235642078	0.0793650793650794	0.142857142857143	0.633333333333333	1.8
"MYCO001975"	931	0	37	23	666	666	666	633	201	0.0555555555555556	-0.00645100024531605	0.0495495495495495	0.0945945945945946	0.621621621621622	1.90909090909091
"MYCO001976"	192	0	25	21	408	408	408	383	115	0.0612745098039216	-0.000732045996950034	0.0612745098039216	0.154411764705882	0.84	2.52
"MYCO001977"	983	0	51	35	1035	1047	1046.65714285714	984	311	0.0487265580214562	-0.0132799977794154	0.0598640569977862	0.108590615019242	0.686274509803922	1.81395348837213
